PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
309,1,2,"Synth0309, Mr. Passenger",female,12.5,0,0,TS635534,51.4751,,S
310,0,1,"Synth0310, Mr. Passenger",male,20.6,1,0,TS323065,80.0893,,S
311,0,3,"Synth0311, Miss. Passenger",male,20.2,0,0,TS083215,12.7682,,S
312,1,2,"Synth0312, Mr. Passenger",female,,1,1,TS773095,27.5549,,S
313,0,1,"Synth0313, Mr. Passenger",female,,0,0,TS152088,22.0767,,Q
314,0,2,"Synth0314, Miss. Passenger",male,,0,0,TS189176,22.1581,,Q
315,1,2,"Synth0315, Mr. Passenger",male,11.4,0,0,TS452890,19.5161,A9,C
316,0,2,"Synth0316, Mr. Passenger",male,24.9,2,0,TS716488,42.0455,D67,S
317,1,2,"Synth0317, Master. Passenger",male,19.3,0,0,TS995127,32.3972,F92,C
318,0,3,"Synth0318, Mr. Passenger",male,40.3,0,0,TS625869,7.3751,D121,C
319,0,2,"Synth0319, Mr. Passenger",male,44.3,0,0,TS960430,37.2183,,S
320,1,3,"Synth0320, Mr. Passenger",female,42.7,0,1,TS652637,11.402,,S
321,0,3,"Synth0321, Mr. Passenger",female,19.2,1,2,TS848038,8.2707,,S
322,0,3,"Synth0322, Mr. Passenger",male,0.4,1,0,TS176771,14.3464,D66,S
323,0,2,"Synth0323, Mr. Passenger",male,6.0,0,0,TS057329,18.0717,,S
324,0,3,"Synth0324, Mr. Passenger",male,47.5,0,0,TS669504,28.0554,,C
325,0,3,"Synth0325, Miss. Passenger",male,23.8,0,1,TS975172,15.4138,,S
326,0,3,"Synth0326, Mr. Passenger",male,19.2,0,0,TS737240,14.4079,,S
327,0,3,"Synth0327, Mr. Passenger",male,50.4,1,0,TS343848,20.3947,,S
328,1,3,"Synth0328, Mr. Passenger",female,45.4,1,0,TS489920,22.4521,,C
329,0,3,"Synth0329, Master. Passenger",male,29.3,0,2,TS113097,19.2354,,Q
330,0,2,"Synth0330, Mr. Passenger",male,25.2,0,1,TS341024,40.6689,F98,C
331,0,3,"Synth0331, Miss. Passenger",male,27.3,0,0,TS683241,17.6245,,S
332,1,1,"Synth0332, Mr. Passenger",female,32.0,0,1,TS167388,91.3449,,S
333,1,3,"Synth0333, Master. Passenger",male,49.8,0,0,TS482135,24.1561,,S
334,0,3,"Synth0334, Mr. Passenger",male,34.5,1,0,TS290670,12.4224,,S
335,1,1,"Synth0335, Mr. Passenger",female,38.4,0,0,TS491320,85.408,,S
336,1,3,"Synth0336, Mr. Passenger",male,44.2,2,0,TS764063,30.7453,,S
337,1,1,"Synth0337, Mr. Passenger",male,13.8,0,0,TS884987,189.006,,S
338,1,3,"Synth0338, Miss. Passenger",female,38.8,0,2,TS409990,12.947,,S
339,0,1,"Synth0339, Mrs. Passenger",male,25.2,0,1,TS827347,66.9564,,C
340,1,3,"Synth0340, Mrs. Passenger",male,0.4,0,0,TS703009,27.0189,D14,S
341,0,1,"Synth0341, Mr. Passenger",male,1.3,0,0,TS921885,125.3395,,S
342,0,3,"Synth0342, Mrs. Passenger",male,,0,1,TS740350,15.222,,S
343,1,3,"Synth0343, Mr. Passenger",female,35.9,1,0,TS551262,11.0675,,S
344,0,3,"Synth0344, Dr. Passenger",male,30.5,0,3,TS674495,15.3451,,S
345,0,3,"Synth0345, Miss. Passenger",male,31.4,0,0,TS318338,12.8597,A101,S
346,0,3,"Synth0346, Mrs. Passenger",male,54.4,1,0,TS673864,9.3258,,S
347,0,3,"Synth0347, Miss. Passenger",male,,0,0,TS709167,13.8664,,S
348,1,2,"Synth0348, Mrs. Passenger",male,28.6,0,1,TS611196,22.8384,,S
349,0,3,"Synth0349, Mr. Passenger",male,33.0,0,4,TS103904,10.7752,A11,C
350,1,1,"Synth0350, Mr. Passenger",female,19.4,0,0,TS518903,131.9905,,C
351,0,3,"Synth0351, Mrs. Passenger",male,29.4,1,0,TS711170,24.7634,,S
352,0,1,"Synth0352, Mr. Passenger",male,8.2,1,1,TS198618,136.4237,,S
353,0,3,"Synth0353, Mr. Passenger",male,,0,0,TS787592,11.3229,,S
354,0,3,"Synth0354, Miss. Passenger",male,,0,0,TS842959,18.97,,S
355,0,3,"Synth0355, Mr. Passenger",male,,1,1,TS539185,13.5168,,S
356,0,3,"Synth0356, Mrs. Passenger",male,,1,1,TS964298,7.0082,,S
357,0,3,"Synth0357, Mr. Passenger",male,42.4,0,1,TS857974,18.198,,S
358,0,3,"Synth0358, Mr. Passenger",female,,1,0,TS467017,13.9854,,Q
359,0,3,"Synth0359, Miss. Passenger",female,28.6,0,0,TS884439,47.5472,,S
360,0,3,"Synth0360, Mr. Passenger",male,21.4,0,2,TS933304,26.9393,,C
361,0,3,"Synth0361, Mrs. Passenger",male,,0,0,TS109032,18.551,,S
362,0,1,"Synth0362, Mrs. Passenger",male,33.1,0,0,TS997995,95.145,,S
363,0,1,"Synth0363, Miss. Passenger",male,18.8,1,1,TS005969,91.1656,,Q
364,0,1,"Synth0364, Mr. Passenger",male,27.4,0,0,TS486709,50.8547,,S
365,1,3,"Synth0365, Miss. Passenger",female,21.1,0,2,TS938030,5.4491,,S
366,0,2,"Synth0366, Mr. Passenger",female,58.9,0,0,TS724630,12.9287,,Q
367,0,3,"Synth0367, Mr. Passenger",female,27.8,0,2,TS267505,12.6935,,S
368,0,3,"Synth0368, Mr. Passenger",male,,0,0,TS644145,4.5366,,S
369,1,2,"Synth0369, Mr. Passenger",female,26.5,0,0,TS215452,15.2346,,S
370,1,3,"Synth0370, Mr. Passenger",male,32.4,0,2,TS238027,11.4862,A111,S
371,0,3,"Synth0371, Mr. Passenger",male,11.8,0,0,TS911718,11.6725,,S
372,0,2,"Synth0372, Mr. Passenger",male,,1,0,TS048042,14.3661,,S
373,1,2,"Synth0373, Mrs. Passenger",female,31.7,0,0,TS962232,16.8605,,C
374,0,2,"Synth0374, Mr. Passenger",male,49.6,1,1,TS453901,47.3553,,S
375,1,1,"Synth0375, Mr. Passenger",female,,1,2,TS065689,116.9667,,S
376,0,1,"Synth0376, Mr. Passenger",male,47.0,0,0,TS787417,63.4763,,S
377,1,3,"Synth0377, Mr. Passenger",female,37.3,0,0,TS049191,12.5632,,S
378,1,2,"Synth0378, Mrs. Passenger",male,50.2,2,0,TS325809,19.7189,,Q
379,0,2,"Synth0379, Miss. Passenger",male,,0,2,TS241548,13.6229,,S
380,1,3,"Synth0380, Mr. Passenger",female,60.1,0,2,TS784653,8.8497,,S
381,0,3,"Synth0381, Mrs. Passenger",male,,0,2,TS397290,21.5465,,C
382,0,3,"Synth0382, Mr. Passenger",male,19.0,0,0,TS655146,10.5387,,C
383,0,3,"Synth0383, Master. Passenger",male,,0,0,TS073095,7.5203,,Q
384,0,3,"Synth0384, Mr. Passenger",male,59.3,1,0,TS695845,12.7226,C120,S
385,0,2,"Synth0385, Mr. Passenger",male,,0,0,TS711165,21.2156,,S
386,0,3,"Synth0386, Mr. Passenger",male,24.7,1,0,TS286454,4.8482,D101,S
387,0,3,"Synth0387, Mr. Passenger",male,,0,0,TS881396,12.7378,,S
388,1,3,"Synth0388, Miss. Passenger",female,,0,0,TS470576,20.0642,,C
389,0,1,"Synth0389, Mr. Passenger",male,54.6,0,0,TS667563,105.2598,,S
390,0,3,"Synth0390, Mr. Passenger",male,,0,0,TS182521,39.6403,,S
391,0,3,"Synth0391, Mr. Passenger",male,,0,0,TS932901,24.3007,,C
392,1,1,"Synth0392, Master. Passenger",male,23.0,0,0,TS247333,173.345,,Q
393,0,3,"Synth0393, Miss. Passenger",male,3.3,0,2,TS626487,52.7199,,S
394,1,3,"Synth0394, Miss. Passenger",female,,0,0,TS090760,18.9922,,Q
395,1,1,"Synth0395, Miss. Passenger",female,25.5,1,2,TS045689,91.1359,A102,S
396,0,3,"Synth0396, Miss. Passenger",male,38.6,0,0,TS127646,21.1538,,S
397,0,3,"Synth0397, Mr. Passenger",male,59.7,0,0,TS942847,9.8289,,S
398,0,2,"Synth0398, Mr. Passenger",male,24.4,0,0,TS211302,21.1064,,Q
399,0,3,"Synth0399, Mr. Passenger",male,,0,0,TS879690,9.4035,B27,C
400,0,2,"Synth0400, Mr. Passenger",male,30.5,1,0,TS580653,24.4035,C84,S
401,0,2,"Synth0401, Mrs. Passenger",female,41.8,0,0,TS089570,14.4368,A139,S
402,0,3,"Synth0402, Mr. Passenger",male,21.6,0,1,TS441769,9.221,B65,S
403,0,3,"Synth0403, Mr. Passenger",male,20.8,0,1,TS479790,15.9856,,S
404,1,1,"Synth0404, Mrs. Passenger",male,42.7,0,0,TS267672,78.4108,,C
405,0,3,"Synth0405, Mr. Passenger",male,33.9,0,0,TS604506,4.9589,,S
406,0,3,"Synth0406, Mr. Passenger",male,,0,0,TS861250,6.2787,E87,C
407,0,2,"Synth0407, Mr. Passenger",male,13.1,1,0,TS883848,11.2695,,S
408,0,3,"Synth0408, Mrs. Passenger",female,48.5,1,0,TS525622,8.36,,S
409,1,1,"Synth0409, Mr. Passenger",male,,0,0,TS893613,103.3404,C54,S
410,0,3,"Synth0410, Mr. Passenger",male,,1,0,TS923185,14.5039,C96,Q
411,0,3,"Synth0411, Mr. Passenger",male,26.8,0,0,TS088938,22.1445,B139,S
412,1,3,"Synth0412, Miss. Passenger",female,29.2,5,4,TS635329,18.9414,,S
413,0,1,"Synth0413, Mr. Passenger",male,,0,4,TS773507,143.5622,,S
414,0,3,"Synth0414, Mr. Passenger",female,11.3,0,0,TS016771,17.622,,C
415,1,1,"Synth0415, Miss. Passenger",female,18.1,0,1,TS603807,93.2847,,C
416,0,2,"Synth0416, Miss. Passenger",male,32.5,0,0,TS913561,34.6538,,C
417,1,1,"Synth0417, Mr. Passenger",female,27.7,1,0,TS268950,133.0232,,S
418,0,3,"Synth0418, Mr. Passenger",male,36.4,0,1,TS857605,15.6896,A43,C
419,1,1,"Synth0419, Mr. Passenger",female,,0,1,TS933957,158.5948,,S
420,0,3,"Synth0420, Mrs. Passenger",male,33.6,0,1,TS635635,4.0231,,S
421,0,3,"Synth0421, Mr. Passenger",female,,1,0,TS629866,11.2427,B65,S
422,1,1,"Synth0422, Master. Passenger",male,,1,1,TS535238,72.0904,,S
423,0,1,"Synth0423, Miss. Passenger",male,30.8,0,0,TS409611,149.4793,,Q
424,0,1,"Synth0424, Mrs. Passenger",male,27.8,0,0,TS453472,184.2907,,Q
425,0,3,"Synth0425, Mr. Passenger",female,,0,0,TS522863,6.2957,,S
426,0,3,"Synth0426, Miss. Passenger",male,28.1,1,1,TS482692,26.3254,,S
427,1,1,"Synth0427, Mrs. Passenger",male,,1,0,TS826227,46.7631,,C
428,1,3,"Synth0428, Miss. Passenger",female,27.5,0,0,TS769450,7.3474,,Q
429,0,1,"Synth0429, Mr. Passenger",female,17.4,1,2,TS348244,74.7145,C107,C
430,0,3,"Synth0430, Mrs. Passenger",male,22.6,0,0,TS513627,11.0878,,S
431,0,3,"Synth0431, Miss. Passenger",male,31.6,1,0,TS216021,5.964,F25,S
432,0,3,"Synth0432, Master. Passenger",male,,0,0,TS176848,17.9913,,C
433,0,3,"Synth0433, Mrs. Passenger",female,35.3,0,0,TS369477,18.2589,A108,C
434,0,3,"Synth0434, Mr. Passenger",male,35.8,0,1,TS059119,22.0204,,C
435,1,1,"Synth0435, Mr. Passenger",female,,0,0,TS854735,67.6325,,S
436,0,1,"Synth0436, Mrs. Passenger",male,47.5,2,0,TS127059,82.3539,C131,S
437,0,1,"Synth0437, Miss. Passenger",male,41.9,0,0,TS327223,82.7317,D110,S
438,0,3,"Synth0438, Mrs. Passenger",male,16.9,1,0,TS252189,30.2334,,C
439,0,3,"Synth0439, Mr. Passenger",male,17.3,1,1,TS207625,3.1513,,S
440,1,3,"Synth0440, Mr. Passenger",female,28.0,0,0,TS368366,8.0565,,S
441,0,3,"Synth0441, Mrs. Passenger",male,23.1,2,0,TS719539,13.0361,,C
442,1,1,"Synth0442, Miss. Passenger",male,14.2,0,0,TS892522,48.8147,C139,C
443,0,3,"Synth0443, Mr. Passenger",female,23.3,0,0,TS189543,11.4248,,S
444,1,1,"Synth0444, Mr. Passenger",female,22.8,0,0,TS239847,78.8683,,C
445,0,2,"Synth0445, Master. Passenger",female,20.3,0,0,TS470176,14.3951,,S
446,0,3,"Synth0446, Mr. Passenger",male,24.9,1,0,TS320278,13.4259,,S
447,1,3,"Synth0447, Mr. Passenger",male,44.3,0,1,TS800192,17.7969,,S
448,0,3,"Synth0448, Mr. Passenger",female,,0,0,TS223791,11.5515,,S
449,0,1,"Synth0449, Mr. Passenger",male,61.1,0,0,TS403001,66.9683,B98,Q
450,0,3,"Synth0450, Mr. Passenger",male,31.2,0,0,TS546195,11.966,,C
451,1,1,"Synth0451, Mrs. Passenger",female,25.2,1,0,TS382123,83.6883,,S
452,0,3,"Synth0452, Mrs. Passenger",male,29.1,0,0,TS617468,5.4455,,C
453,0,3,"Synth0453, Mrs. Passenger",male,32.3,1,1,TS799702,16.3745,,S
454,0,1,"Synth0454, Mrs. Passenger",female,34.7,0,0,TS532594,67.0418,E102,S
455,1,1,"Synth0455, Mr. Passenger",male,56.0,1,0,TS457379,157.8404,,C
456,0,1,"Synth0456, Mr. Passenger",male,,0,0,TS951903,112.8821,,S
457,0,3,"Synth0457, Mr. Passenger",male,40.2,0,0,TS981791,23.3357,,S
458,0,3,"Synth0458, Mr. Passenger",male,31.7,0,0,TS995381,7.8416,,S
459,0,3,"Synth0459, Miss. Passenger",male,8.6,0,0,TS017427,10.7969,,S
460,1,3,"Synth0460, Mr. Passenger",female,39.0,1,0,TS837557,6.9847,,Q
461,1,3,"Synth0461, Mrs. Passenger",female,45.5,0,1,TS898826,9.1372,,S
462,0,1,"Synth0462, Mr. Passenger",male,17.9,0,0,TS805490,157.098,,S
463,0,3,"Synth0463, Mr. Passenger",male,28.9,1,0,TS749807,27.3494,A84,S
464,1,2,"Synth0464, Mr. Passenger",female,6.6,0,0,TS366686,11.2646,,Q
465,0,3,"Synth0465, Mr. Passenger",male,12.6,0,0,TS726271,10.3378,F119,S
466,0,3,"Synth0466, Mrs. Passenger",male,42.6,4,0,TS580203,12.514,,S
467,0,3,"Synth0467, Miss. Passenger",male,22.9,0,0,TS831640,17.4223,,S
468,1,3,"Synth0468, Mr. Passenger",female,14.6,1,1,TS352120,5.3927,B117,S
469,0,1,"Synth0469, Mrs. Passenger",male,32.0,0,0,TS742874,37.6871,,S
470,0,3,"Synth0470, Miss. Passenger",female,22.2,1,0,TS784570,16.606,C122,S
471,0,2,"Synth0471, Mr. Passenger",male,22.9,0,0,TS834028,7.5475,,S
472,0,3,"Synth0472, Mr. Passenger",male,38.6,1,0,TS172659,10.3973,,S
473,0,1,"Synth0473, Mr. Passenger",male,13.9,0,0,TS863883,91.0913,,C
474,0,1,"Synth0474, Mr. Passenger",male,17.2,1,0,TS217454,103.4046,,S
475,0,2,"Synth0475, Miss. Passenger",male,31.0,0,0,TS937145,18.6319,,S
476,0,2,"Synth0476, Mr. Passenger",male,,4,0,TS039655,16.6574,,S
477,1,2,"Synth0477, Mr. Passenger",male,45.1,0,1,TS224377,30.5089,,S
478,0,3,"Synth0478, Miss. Passenger",male,,0,2,TS609330,14.9925,,C
479,0,3,"Synth0479, Mr. Passenger",male,41.2,1,0,TS543811,9.4069,E127,C
480,0,2,"Synth0480, Mrs. Passenger",male,18.8,0,0,TS688849,20.3808,,C
481,1,2,"Synth0481, Mr. Passenger",female,52.7,0,1,TS404159,24.2233,C74,S
482,1,1,"Synth0482, Mr. Passenger",male,14.3,1,4,TS004358,198.3306,,S
483,1,3,"Synth0483, Mr. Passenger",female,,0,1,TS618062,19.2616,,S
484,1,2,"Synth0484, Mr. Passenger",female,20.5,0,0,TS511274,36.7086,,Q
485,0,1,"Synth0485, Mr. Passenger",male,55.2,0,0,TS509163,61.8996,E74,S
486,1,2,"Synth0486, Mrs. Passenger",female,36.7,0,0,TS377497,15.3888,,Q
487,0,3,"Synth0487, Mrs. Passenger",female,,0,1,TS890627,11.5566,B30,S
488,0,1,"Synth0488, Miss. Passenger",male,,0,0,TS792587,78.1813,,S
489,0,3,"Synth0489, Mr. Passenger",male,39.2,0,0,TS182035,7.8533,,C
490,0,3,"Synth0490, Dr. Passenger",male,42.7,0,0,TS039851,24.4815,A8,S
491,0,3,"Synth0491, Mr. Passenger",male,28.1,0,0,TS182179,20.219,E125,S
492,0,3,"Synth0492, Miss. Passenger",male,,0,0,TS049517,11.1575,,S
493,0,3,"Synth0493, Miss. Passenger",female,38.9,0,0,TS709579,17.918,F118,Q
494,1,2,"Synth0494, Mrs. Passenger",female,30.7,0,0,TS620588,22.3579,,S
495,0,3,"Synth0495, Mr. Passenger",male,12.2,0,0,TS463522,18.6317,F24,Q
496,1,3,"Synth0496, Miss. Passenger",female,18.4,1,0,TS592046,6.6379,,S
497,0,2,"Synth0497, Miss. Passenger",male,32.1,0,0,TS808533,18.5952,,S
498,0,3,"Synth0498, Mr. Passenger",female,44.8,0,1,TS831258,12.6282,,S
499,0,2,"Synth0499, Miss. Passenger",male,50.0,0,0,TS435088,27.3182,B126,S
500,1,3,"Synth0500, Mr. Passenger",female,39.1,0,0,TS592674,9.4947,,Q
501,1,3,"Synth0501, Mr. Passenger",female,32.7,1,0,TS577342,3.7247,,Q
502,0,3,"Synth0502, Mrs. Passenger",male,,2,0,TS949420,7.5693,,Q
503,0,3,"Synth0503, Miss. Passenger",male,,2,0,TS761741,12.6092,,Q
504,1,3,"Synth0504, Mr. Passenger",female,,0,0,TS315069,13.422,,S
505,0,3,"Synth0505, Mr. Passenger",male,18.3,0,0,TS887054,30.1693,,S
506,0,3,"Synth0506, Mr. Passenger",male,12.8,0,0,TS398523,17.3974,,C
507,1,2,"Synth0507, Mr. Passenger",female,,0,0,TS757975,20.8321,,S
508,0,3,"Synth0508, Mr. Passenger",male,31.4,0,0,TS977696,12.7912,,C
509,0,3,"Synth0509, Mr. Passenger",male,37.9,0,0,TS809122,22.5795,,S
510,0,1,"Synth0510, Miss. Passenger",male,36.1,0,0,TS108416,62.5372,A94,S
511,0,1,"Synth0511, Mr. Passenger",male,32.2,2,0,TS206495,78.31,,S
512,1,3,"Synth0512, Mr. Passenger",female,36.2,0,0,TS796108,7.5407,,S
513,0,1,"Synth0513, Mr. Passenger",male,28.4,0,0,TS124223,170.7618,,S
514,1,2,"Synth0514, Mr. Passenger",male,34.4,1,1,TS012557,24.3366,,S
515,0,2,"Synth0515, Mr. Passenger",male,19.6,1,2,TS258831,14.0408,,
516,1,1,"Synth0516, Mr. Passenger",female,33.8,0,0,TS487026,79.3279,F60,S
517,1,2,"Synth0517, Mr. Passenger",male,37.7,0,0,TS129287,25.8047,,S
518,0,3,"Synth0518, Mr. Passenger",female,20.3,0,0,TS154248,11.4683,,S
519,0,1,"Synth0519, Mr. Passenger",female,,0,0,TS339541,64.3014,E12,S
520,0,3,"Synth0520, Miss. Passenger",female,20.9,0,1,TS599262,9.3728,,C
521,1,3,"Synth0521, Mr. Passenger",female,22.2,0,0,TS544887,15.401,,S
522,1,2,"Synth0522, Mr. Passenger",female,14.4,0,2,TS798371,16.7217,,S
523,1,1,"Synth0523, Mr. Passenger",female,45.5,0,0,TS980764,66.9495,,S
524,0,3,"Synth0524, Mr. Passenger",male,42.9,0,0,TS034009,6.6653,,S
525,1,1,"Synth0525, Mr. Passenger",female,36.0,1,1,TS688606,87.325,A147,S
526,0,2,"Synth0526, Mrs. Passenger",male,54.6,0,0,TS164608,18.2674,,S
527,0,3,"Synth0527, Mr. Passenger",male,26.5,0,1,TS361104,11.0687,,S
528,0,3,"Synth0528, Mr. Passenger",female,68.4,0,0,TS343267,14.3584,,S
529,0,3,"Synth0529, Mr. Passenger",female,26.0,1,1,TS701038,18.896,,S
530,1,2,"Synth0530, Mr. Passenger",female,32.3,0,0,TS256542,28.4036,,S
531,0,3,"Synth0531, Master. Passenger",male,23.8,1,0,TS894694,17.1383,,S
532,0,3,"Synth0532, Mr. Passenger",male,33.8,0,1,TS383836,11.5261,,S
533,0,2,"Synth0533, Mr. Passenger",male,39.9,0,0,TS815262,15.0629,F143,S
534,0,3,"Synth0534, Mr. Passenger",male,27.5,0,0,TS951915,7.7137,,C
535,1,1,"Synth0535, Mr. Passenger",male,52.1,0,1,TS511130,62.442,,S
536,0,1,"Synth0536, Mr. Passenger",male,32.1,1,0,TS102104,84.8294,,S
537,0,3,"Synth0537, Mr. Passenger",male,32.5,0,1,TS701707,8.7741,,S
538,0,1,"Synth0538, Mr. Passenger",female,17.2,0,0,TS423858,88.1329,,S
539,1,1,"Synth0539, Mr. Passenger",male,,0,0,TS339012,51.8362,,S
540,1,3,"Synth0540, Mrs. Passenger",female,27.3,0,0,TS457633,5.6658,,C
541,0,3,"Synth0541, Mr. Passenger",male,21.1,0,0,TS300490,19.5828,F17,C
542,0,3,"Synth0542, Mr. Passenger",male,18.9,0,2,TS281061,10.2548,,S
543,0,3,"Synth0543, Miss. Passenger",male,63.7,2,0,TS989658,8.5543,,S
544,0,3,"Synth0544, Mr. Passenger",male,25.6,1,0,TS279227,7.5235,,C
545,1,1,"Synth0545, Master. Passenger",female,10.1,1,0,TS459175,103.7864,,S
546,0,2,"Synth0546, Master. Passenger",male,19.9,0,0,TS715036,39.7729,,S
547,0,2,"Synth0547, Mr. Passenger",male,28.3,0,0,TS221719,16.3495,,C
548,1,1,"Synth0548, Mr. Passenger",female,36.1,0,1,TS618225,75.4172,F18,S
549,1,3,"Synth0549, Miss. Passenger",female,,0,1,TS895623,22.2149,E60,S
550,0,2,"Synth0550, Mr. Passenger",male,37.8,0,1,TS813018,8.089,A80,S
551,0,3,"Synth0551, Mr. Passenger",male,20.6,0,0,TS029537,34.7571,,S
552,1,1,"Synth0552, Mr. Passenger",male,33.4,0,0,TS405667,285.1077,,S
553,0,1,"Synth0553, Mr. Passenger",male,17.6,0,0,TS001269,21.7073,,S
554,0,3,"Synth0554, Miss. Passenger",male,20.9,1,0,TS607103,12.3814,,S
555,0,1,"Synth0555, Mrs. Passenger",male,17.1,0,0,TS325822,58.6357,,S
556,1,1,"Synth0556, Miss. Passenger",female,,0,0,TS893693,73.5842,E133,S
557,0,2,"Synth0557, Miss. Passenger",male,42.8,0,0,TS176360,16.2248,,C
558,0,3,"Synth0558, Mrs. Passenger",male,38.0,0,1,TS851476,19.5081,,S
559,0,3,"Synth0559, Mr. Passenger",male,41.7,1,1,TS342952,12.2885,,C
560,1,3,"Synth0560, Dr. Passenger",female,,0,1,TS920102,8.2441,,S
561,0,1,"Synth0561, Master. Passenger",male,39.1,1,0,TS200389,77.0708,,S
562,1,2,"Synth0562, Miss. Passenger",female,6.1,1,4,TS269705,25.871,,S
563,0,3,"Synth0563, Miss. Passenger",female,40.2,0,0,TS351686,7.1929,,S
564,0,3,"Synth0564, Mr. Passenger",male,31.3,0,0,TS985434,5.7078,,S
565,0,3,"Synth0565, Mr. Passenger",male,37.2,0,0,TS734204,35.2097,D127,C
566,0,3,"Synth0566, Miss. Passenger",male,33.9,0,0,TS816572,9.4285,,Q
567,0,3,"Synth0567, Mr. Passenger",male,16.2,0,0,TS553355,12.1372,,C
568,1,1,"Synth0568, Mr. Passenger",female,9.5,5,0,TS795012,68.8492,,S
569,1,2,"Synth0569, Mr. Passenger",male,,0,0,TS627248,26.3054,,S
570,0,3,"Synth0570, Mrs. Passenger",female,36.3,1,0,TS667910,31.5428,,S
571,0,2,"Synth0571, Mr. Passenger",male,,0,1,TS837382,26.7277,,S
572,0,3,"Synth0572, Mr. Passenger",male,11.2,4,0,TS983283,6.0846,,C
573,0,3,"Synth0573, Mr. Passenger",male,16.2,0,0,TS576247,6.5071,,C
574,0,3,"Synth0574, Mr. Passenger",female,19.6,0,0,TS442121,10.649,,S
575,1,3,"Synth0575, Mr. Passenger",female,24.4,0,1,TS653477,11.3683,,C
576,0,3,"Synth0576, Mr. Passenger",male,11.3,0,0,TS741797,5.4957,,C
577,0,3,"Synth0577, Mrs. Passenger",male,10.5,1,0,TS986349,19.5822,C9,S
578,1,3,"Synth0578, Mr. Passenger",female,18.3,0,0,TS699111,7.5518,,C
579,0,3,"Synth0579, Mr. Passenger",male,30.1,0,0,TS954595,27.429,,S
580,1,2,"Synth0580, Mr. Passenger",female,,0,0,TS732356,49.7022,,S
581,0,3,"Synth0581, Mr. Passenger",male,27.5,0,0,TS951722,11.4825,,S
582,0,3,"Synth0582, Miss. Passenger",male,42.8,0,0,TS751712,16.1907,,S
583,0,1,"Synth0583, Mr. Passenger",male,12.1,0,0,TS885062,45.3696,,S
584,0,2,"Synth0584, Mr. Passenger",male,26.3,0,0,TS191564,27.3187,,Q
585,0,3,"Synth0585, Mrs. Passenger",male,42.3,0,0,TS992559,10.1336,D63,S
586,0,3,"Synth0586, Mr. Passenger",male,23.6,0,0,TS349702,7.5484,,S
587,1,1,"Synth0587, Miss. Passenger",female,21.5,2,0,TS797784,72.686,F23,S
588,0,2,"Synth0588, Master. Passenger",male,44.1,0,0,TS392861,15.8451,E47,S
589,0,1,"Synth0589, Mrs. Passenger",male,25.0,0,0,TS458562,71.3957,,C
590,0,1,"Synth0590, Master. Passenger",male,43.4,0,0,TS748251,135.0516,,S
591,0,3,"Synth0591, Mr. Passenger",male,34.6,0,0,TS541073,8.7784,,Q
592,0,2,"Synth0592, Mr. Passenger",male,24.5,0,0,TS716531,47.6196,B90,S
593,0,2,"Synth0593, Mr. Passenger",male,35.2,0,0,TS079959,10.3109,,S
594,0,3,"Synth0594, Mr. Passenger",male,33.2,0,0,TS833532,29.1561,,S
595,0,1,"Synth0595, Mr. Passenger",male,,0,0,TS409045,50.5297,,S
596,1,2,"Synth0596, Mr. Passenger",female,21.9,0,0,TS788729,19.9899,F1,Q
597,0,3,"Synth0597, Mr. Passenger",male,29.5,4,0,TS286242,10.1742,,S
598,0,3,"Synth0598, Mr. Passenger",female,28.2,0,1,TS596437,10.9472,,S
599,0,3,"Synth0599, Mrs. Passenger",male,38.2,0,0,TS588674,19.4069,,S
600,0,3,"Synth0600, Mr. Passenger",male,,0,0,TS140808,27.5186,,C
601,1,3,"Synth0601, Mr. Passenger",female,,0,1,TS474735,23.5756,C19,S
602,1,3,"Synth0602, Mr. Passenger",male,,1,0,TS635819,10.6177,F63,S
603,1,3,"Synth0603, Mrs. Passenger",female,11.9,0,0,TS836324,14.2546,,C
604,0,3,"Synth0604, Mr. Passenger",male,,0,0,TS887171,8.7926,,S
605,0,3,"Synth0605, Miss. Passenger",male,58.0,0,4,TS385130,7.9183,E136,S
606,1,3,"Synth0606, Mr. Passenger",female,42.0,0,2,TS643530,7.3287,,S
607,0,3,"Synth0607, Mr. Passenger",male,47.6,2,0,TS175505,10.4454,,S
608,1,1,"Synth0608, Master. Passenger",male,30.1,0,0,TS895729,95.1657,,Q
609,1,3,"Synth0609, Mr. Passenger",female,7.4,1,0,TS868209,4.998,,S
610,0,2,"Synth0610, Mr. Passenger",female,,0,0,TS999052,19.5418,A85,C
611,1,3,"Synth0611, Mr. Passenger",female,32.3,2,0,TS486758,27.7424,,S
612,1,3,"Synth0612, Mr. Passenger",male,,0,0,TS359842,22.7805,,S
613,0,3,"Synth0613, Mr. Passenger",male,,0,0,TS758097,9.7022,,S
614,0,3,"Synth0614, Mr. Passenger",female,28.2,1,1,TS723565,6.4657,,S
615,0,2,"Synth0615, Mr. Passenger",male,37.0,0,0,TS212837,25.1699,E127,S
616,1,3,"Synth0616, Miss. Passenger",female,,0,0,TS540418,4.0806,,S
617,0,3,"Synth0617, Mr. Passenger",male,23.2,5,0,TS644156,22.647,,S
618,0,2,"Synth0618, Mr. Passenger",male,48.6,0,0,TS455516,17.9742,,C
